symbol,date,open,high,low,close,volume,adjclose,dividends,splits
RAIL3.SA,2021-04-01,20.200000762939453,22.0,19.149999618530273,19.149999618530273,501768500.0,19.063674926757812,0.0,0.0
RAIL3.SA,2021-07-01,19.209999084472656,21.860000610351562,16.760000228881836,16.790000915527344,630246800.0,16.71431541442871,0.0,0.0
RAIL3.SA,2021-10-01,16.739999771118164,19.1299991607666,15.630000114440918,17.760000228881836,769000800.0,17.679943084716797,0.0,0.0
RAIL3.SA,2022-01-01,17.899999618530273,19.229999542236328,14.720000267028809,18.549999237060547,774964300.0,18.466381072998047,0.0,0.0
RAIL3.SA,2022-04-01,18.700000762939453,19.09000015258789,14.979999542236328,15.970000267028809,648669400.0,15.898011207580566,0.019307,0.0
RAIL3.SA,2022-07-01,15.819999694824219,20.90999984741211,15.220000267028809,18.479999542236328,661947400.0,18.416820526123047,0.0,0.0
RAIL3.SA,2022-10-01,18.950000762939453,22.34000015258789,16.209999084472656,18.610000610351562,801880600.0,18.546377182006836,0.0,0.0
RAIL3.SA,2023-01-01,18.309999465942383,19.610000610351562,16.93000030517578,18.850000381469727,627888500.0,18.78555679321289,0.0,0.0
RAIL3.SA,2023-04-01,18.959999084472656,23.3700008392334,18.43000030517578,22.200000762939453,750004200.0,22.124103546142578,0.066017,0.0
RAIL3.SA,2023-07-01,21.860000610351562,24.440000534057617,21.40999984741211,22.81999969482422,955739900.0,22.81999969482422,0.0,0.0
ALPA3.SA,2020-01-01,27.579999923706055,33.95000076293945,13.359999656677246,19.459999084472656,862400.0,19.202106475830078,0.05019,0.0
ALPA3.SA,2020-04-01,19.969999313354492,25.5,18.309999465942383,24.809999465942383,139000.0,24.521034240722656,0.0,0.0
ALPA3.SA,2020-07-01,24.25,35.59000015258789,23.860000610351562,33.5,182000.0,33.10982131958008,0.0,0.0
ALPA3.SA,2020-10-01,33.4900016784668,39.0,33.09000015258789,38.099998474121094,201600.0,37.656246185302734,0.0,0.0
ALPA3.SA,2021-01-01,38.099998474121094,38.9900016784668,29.0,31.68000030517578,272900.0,31.31102180480957,0.0,0.0
ALPA3.SA,2021-04-01,32.45000076293945,44.439998626708984,31.600000381469727,43.099998474121094,263900.0,42.5980110168457,0.0,0.0
ALPA3.SA,2021-07-01,43.099998474121094,53.38999938964844,43.099998474121094,44.18000030517578,218000.0,43.66543197631836,0.0,0.0
ALPA3.SA,2021-10-01,44.18000030517578,46.0,29.309999465942383,31.81999969482422,152500.0,31.449390411376953,0.247202,0.0
ALPA3.SA,2022-01-01,31.0,31.489999771118164,18.5,22.809999465942383,313200.0,22.700862884521484,0.148322,0.0
ALPA3.SA,2022-04-01,22.81999969482422,24.979999542236328,15.600000381469727,17.399999618530273,291000.0,17.399999618530273,0.0,0.0
ALPA3.SA,2022-07-01,16.809999465942383,19.989999771118164,15.0600004196167,17.8700008392334,463400.0,17.8700008392334,0.0,0.0
ALPA3.SA,2022-10-01,17.8799991607666,19.34000015258789,11.149999618530273,11.899999618530273,519100.0,11.899999618530273,0.0,0.0
ALPA3.SA,2023-01-01,11.609999656677246,12.449999809265137,8.40999984741211,8.760000228881836,622500.0,8.760000228881836,0.0,0.0
ALPA3.SA,2023-04-01,8.600000381469727,11.880000114440918,7.800000190734863,10.5,820800.0,10.5,0.0,0.0
ALPA3.SA,2023-07-01,10.5,11.350000381469727,8.390000343322754,8.510000228881836,243800.0,8.510000228881836,0.0,0.0
ALPA4.SA,2020-01-01,33.20000076293945,37.970001220703125,15.760000228881836,23.15999984741211,132179300.0,22.869651794433594,0.055166,0.0
ALPA4.SA,2020-04-01,22.489999771118164,30.690000534057617,21.739999771118164,29.280000686645508,128557300.0,28.95754051208496,0.0,0.0
ALPA4.SA,2020-07-01,29.030000686645508,39.400001525878906,27.899999618530273,38.20000076293945,118614700.0,37.77930450439453,0.0,0.0
ALPA4.SA,2020-10-01,38.189998626708984,43.63999938964844,37.209999084472656,42.0,161709600.0,41.537452697753906,0.0,0.0
ALPA4.SA,2021-01-01,42.0,42.81999969482422,32.95000076293945,36.84000015258789,93583400.0,36.43428039550781,0.0,0.0
ALPA4.SA,2021-04-01,36.88999938964844,51.4900016784668,35.93000030517578,50.189998626708984,104520700.0,49.63725662231445,0.0,0.0
ALPA4.SA,2021-07-01,51.41999816894531,62.33000183105469,49.349998474121094,52.79999923706055,144874400.0,52.21851348876953,0.0,0.0
ALPA4.SA,2021-10-01,52.61000061035156,53.72999954223633,34.349998474121094,36.91999816894531,158750600.0,36.513397216796875,0.271712,0.0
ALPA4.SA,2022-01-01,36.7599983215332,37.0099983215332,21.770000457763672,26.06999969482422,252846000.0,25.95519256591797,0.163028,0.0
ALPA4.SA,2022-04-01,26.5,27.579999923706055,17.950000762939453,19.139999389648438,270993000.0,19.139999389648438,0.0,0.0
ALPA4.SA,2022-07-01,19.030000686645508,23.420000076293945,17.709999084472656,21.270000457763672,267603700.0,21.270000457763672,0.0,0.0
ALPA4.SA,2022-10-01,22.010000228881836,23.889999389648438,13.0,15.079999923706055,243172500.0,15.079999923706055,0.0,0.0
ALPA4.SA,2023-01-01,14.930000305175781,15.239999771118164,7.599999904632568,8.149999618530273,352359100.0,8.149999618530273,0.0,0.0
ALPA4.SA,2023-04-01,8.170000076293945,11.539999961853027,6.809999942779541,9.300000190734863,546608600.0,9.300000190734863,0.0,0.0
ALPA4.SA,2023-07-01,9.319999694824219,10.239999771118164,7.559999942779541,8.050000190734863,370978800.0,8.050000190734863,0.0,0.0
ALSO3.SA,2020-01-01,50.13999938964844,55.029998779296875,19.31999969482422,26.600000381469727,104454400.0,25.160465240478516,0.0,0.0
ALSO3.SA,2020-04-01,25.989999771118164,32.790000915527344,20.649999618530273,28.549999237060547,150257900.0,27.00493049621582,0.0,0.0
ALSO3.SA,2020-07-01,28.700000762939453,31.670000076293945,23.020000457763672,23.719999313354492,102594600.0,22.436323165893555,0.0,0.0
ALSO3.SA,2020-10-01,23.84000015258789,30.979999542236328,22.020000457763672,29.170000076293945,95621500.0,27.591381072998047,0.0,0.0
ALSO3.SA,2021-01-01,29.170000076293945,29.59000015258789,21.850000381469727,27.520000457763672,91541000.0,26.030675888061523,0.0,0.0
ALSO3.SA,2021-04-01,27.56999969482422,32.779998779296875,25.399999618530273,29.040000915527344,100128900.0,27.468416213989258,0.226402,0.0
ALSO3.SA,2021-07-01,29.079999923706055,29.799999237060547,22.479999542236328,22.719999313354492,74664400.0,21.67250633239746,0.0,0.0
ALSO3.SA,2021-10-01,22.790000915527344,23.440000534057617,18.84000015258789,21.68000030517578,93135700.0,20.68045425415039,0.0,0.0
ALSO3.SA,2022-01-01,21.8799991607666,24.309999465942383,17.719999313354492,23.139999389648438,84821500.0,22.07314109802246,0.0,0.0
ALSO3.SA,2022-04-01,23.280000686645508,24.079999923706055,15.800000190734863,16.010000228881836,112721900.0,15.271867752075195,0.383932,0.0
ALSO3.SA,2022-07-01,16.010000228881836,20.15999984741211,15.859999656677246,19.899999618530273,117124200.0,19.345903396606445,0.0,0.0
ALSO3.SA,2022-10-01,20.260000228881836,22.760000228881836,15.510000228881836,17.010000228881836,123400600.0,16.536373138427734,0.0,0.0
ALSO3.SA,2023-01-01,16.790000915527344,18.579999923706055,15.359999656677246,17.600000381469727,240081900.0,17.10994529724121,0.0,0.0
ALSO3.SA,2023-04-01,17.68000030517578,25.3799991607666,17.020000457763672,24.649999618530273,316016400.0,23.96364402770996,0.519014,0.0
ALSO3.SA,2023-07-01,24.899999618530273,25.81999969482422,21.649999618530273,22.59000015258789,291073400.0,22.59000015258789,0.0,0.0
AMAR3.SA,2020-01-01,60.743003845214844,70.21122741699219,14.3624267578125,21.040498733520508,56671151.0,21.040498733520508,0.0,0.0
AMAR3.SA,2020-04-01,19.62255096435547,44.45948791503906,15.871853828430176,38.193077087402344,119837323.0,38.193077087402344,0.0,0.0
AMAR3.SA,2020-07-01,38.4675178527832,43.40746307373047,31.24056625366211,31.789447784423828,73511562.0,31.789447784423828,0.0,0.0
AMAR3.SA,2020-10-01,32.018150329589844,35.174224853515625,27.35264778137207,31.149084091186523,48215770.0,31.149084091186523,0.0,0.0
AMAR3.SA,2021-01-01,31.149084091186523,31.37778663635254,22.046783447265625,24.69971466064453,59236689.0,24.69971466064453,0.0,0.0
AMAR3.SA,2021-04-01,24.882675170898438,46.106136322021484,24.105091094970703,42.355438232421875,126180080.0,42.355438232421875,0.0,0.0
AMAR3.SA,2021-07-01,41.94377517700195,42.355438232421875,23.784910202026367,23.830650329589844,84013702.0,23.830650329589844,0.0,0.0
AMAR3.SA,2021-10-01,24.05935287475586,26.07192039489746,15.277231216430664,19.0,100402655.0,19.0,0.0,0.0
AMAR3.SA,2022-01-01,19.200000762939453,19.200000762939453,12.699999809265137,16.200000762939453,76865680.0,16.200000762939453,0.0,0.0
AMAR3.SA,2022-04-01,16.350000381469727,17.25,8.550000190734863,8.600000381469727,66691400.0,8.600000381469727,0.0,0.0
AMAR3.SA,2022-07-01,8.649999618530273,15.5,8.100000381469727,11.949999809265137,58101100.0,11.949999809265137,0.0,0.0
AMAR3.SA,2022-10-01,12.399999618530273,13.699999809265137,5.25,6.25,87560620.0,6.25,0.0,0.0
AMAR3.SA,2023-01-01,6.199999809265137,7.650000095367432,2.950000047683716,3.200000047683716,129953260.0,3.200000047683716,0.0,0.0
AMAR3.SA,2023-04-01,3.049999952316284,5.449999809265137,2.9000000953674316,4.400000095367432,107048740.0,4.400000095367432,0.0,0.0
AMAR3.SA,2023-07-01,4.5,4.949999809265137,2.9000000953674316,3.0,68322000.0,3.0,0.0,0.0
ABEV3.SA,2020-01-01,18.670000076293945,19.579999923706055,10.359999656677246,11.920000076293945,1869401700.0,10.566967964172363,0.0,0.0
ABEV3.SA,2020-04-01,11.600000381469727,14.829999923706055,10.680000305175781,14.140000343322754,1752329000.0,12.534977912902832,0.0,0.0
ABEV3.SA,2020-07-01,14.260000228881836,15.920000076293945,12.039999961853027,12.539999961853027,2052080300.0,11.116592407226562,0.0,0.0
ABEV3.SA,2020-10-01,12.550000190734863,16.100000381469727,12.180000305175781,15.649999618530273,1891451300.0,13.873578071594238,0.4137,0.0
ABEV3.SA,2021-01-01,15.649999618530273,16.90999984741211,13.350000381469727,15.289999961853027,1525138900.0,13.91283130645752,0.0767,0.0
ABEV3.SA,2021-04-01,15.390000343322754,19.860000610351562,14.539999961853027,17.06999969482422,1522376400.0,15.60653305053711,0.0,0.0
ABEV3.SA,2021-07-01,16.860000610351562,18.170000076293945,15.289999961853027,15.300000190734863,1468490800.0,13.988282203674316,0.0,0.0
ABEV3.SA,2021-10-01,15.40999984741211,18.1200008392334,14.539999961853027,15.460000038146973,1492211000.0,14.134564399719238,0.6036,0.0
ABEV3.SA,2022-01-01,15.420000076293945,15.699999809265137,13.0600004196167,15.399999618530273,1653573000.0,14.629190444946289,0.0,0.0
ABEV3.SA,2022-04-01,15.59000015258789,15.670000076293945,12.8100004196167,13.399999618530273,1372530800.0,12.72929573059082,0.0,0.0
ABEV3.SA,2022-07-01,13.350000381469727,16.219999313354492,13.300000190734863,15.539999961853027,1621774200.0,14.762184143066406,0.0,0.0
ABEV3.SA,2022-10-01,15.800000190734863,16.8799991607666,14.25,14.520000457763672,1828136400.0,13.793237686157227,0.7623,0.0
ABEV3.SA,2023-01-01,14.399999618530273,15.050000190734863,12.600000381469727,14.329999923706055,2247751700.0,14.329999923706055,0.0,0.0
ABEV3.SA,2023-04-01,14.229999542236328,15.600000381469727,13.960000038146973,15.40999984741211,1431181400.0,15.40999984741211,0.0,0.0
ABEV3.SA,2023-07-01,15.5,15.779999732971191,12.859999656677246,13.109999656677246,1632822800.0,13.109999656677246,0.0,0.0
ADHM3.SA,2020-01-01,2.1728200912475586,3.200000047683716,1.0199999809265137,1.4500000476837158,9718373.0,1.4500000476837158,0.0,0.0
ADHM3.SA,2020-04-01,1.4500000476837158,4.96999979019165,1.149999976158142,2.5199999809265137,7926700.0,2.5199999809265137,0.0,0.0
ADHM3.SA,2020-07-01,2.4700000286102295,2.6500000953674316,1.9500000476837158,1.9900000095367432,1310400.0,1.9900000095367432,0.0,0.0
ADHM3.SA,2020-10-01,2.0299999713897705,3.049999952316284,1.559999942779541,1.559999942779541,5312600.0,1.559999942779541,0.0,0.0
ADHM3.SA,2021-01-01,1.559999942779541,1.559999942779541,1.559999942779541,1.559999942779541,0.0,1.559999942779541,0.0,0.0
ADHM3.SA,2021-04-01,1.559999942779541,1.559999942779541,1.559999942779541,1.559999942779541,0.0,1.559999942779541,0.0,0.0
ADHM3.SA,2021-07-01,1.559999942779541,1.559999942779541,1.559999942779541,1.559999942779541,0.0,1.559999942779541,0.0,0.0
ADHM3.SA,2021-10-01,1.559999942779541,1.559999942779541,1.559999942779541,1.559999942779541,0.0,1.559999942779541,0.0,0.0
ADHM3.SA,2022-01-01,1.559999942779541,1.559999942779541,1.559999942779541,1.559999942779541,0.0,1.559999942779541,0.0,0.0
ADHM3.SA,2022-04-01,1.559999942779541,1.559999942779541,1.559999942779541,1.559999942779541,0.0,1.559999942779541,0.0,0.0
ADHM3.SA,2022-07-01,1.559999942779541,1.559999942779541,1.559999942779541,1.559999942779541,0.0,1.559999942779541,0.0,0.0
ADHM3.SA,2022-10-01,1.559999942779541,1.559999942779541,1.559999942779541,1.559999942779541,0.0,1.559999942779541,0.0,0.0
ADHM3.SA,2023-01-01,1.559999942779541,1.559999942779541,1.559999942779541,1.559999942779541,0.0,1.559999942779541,0.0,0.0
ADHM3.SA,2023-04-01,1.559999942779541,1.559999942779541,1.559999942779541,1.559999942779541,0.0,1.559999942779541,0.0,0.0
ADHM3.SA,2023-07-01 00:00:00-03:00,1.559999942779541,1.559999942779541,1.559999942779541,1.559999942779541,0.0,1.559999942779541,0.0,0.0
ARZZ3.SA,2020-01-01,64.0,66.58999633789062,31.649999618530273,36.869998931884766,43103800.0,34.24203109741211,0.0,0.0
ARZZ3.SA,2020-04-01,35.72999954223633,50.060001373291016,33.029998779296875,47.900001525878906,38463400.0,44.48585510253906,0.0,0.0
ARZZ3.SA,2020-07-01,48.27000045776367,60.83000183105469,47.34000015258789,54.34000015258789,39259500.0,50.466835021972656,0.0,0.0
ARZZ3.SA,2020-10-01,54.060001373291016,73.23999786376953,52.5099983215332,68.18000030517578,43215000.0,63.32036209106445,0.530726,0.0
ARZZ3.SA,2021-01-01,68.18000030517578,79.83999633789062,62.11000061035156,70.3499984741211,39195200.0,65.89860534667969,0.0,0.0
ARZZ3.SA,2021-04-01,69.19000244140625,96.26000213623047,67.31999969482422,94.5,40907300.0,88.5205307006836,0.02592,0.0
ARZZ3.SA,2021-07-01,95.48999786376953,101.83999633789062,80.41999816894531,82.87000274658203,40535100.0,77.65283203125,0.298651,0.0
ARZZ3.SA,2021-10-01,84.19999694824219,90.0,64.83000183105469,76.18000030517578,58101600.0,71.61272430419922,0.602467,0.0
ARZZ3.SA,2022-01-01,78.0,91.98999786376953,63.38999938964844,90.18000030517578,71571400.0,85.4675064086914,0.0,0.0
ARZZ3.SA,2022-04-01,91.5,95.68000030517578,67.22000122070312,69.55000305175781,62524700.0,65.91556549072266,0.455559,0.0
ARZZ3.SA,2022-07-01,70.5999984741211,101.52999877929688,66.06999969482422,98.41000366210938,72796700.0,93.74475860595703,0.634895,0.0
ARZZ3.SA,2022-10-01,99.54000091552734,105.98999786376953,72.86000061035156,78.25,85744500.0,75.22351837158203,0.745175,0.0
ARZZ3.SA,2023-01-01,77.88999938964844,91.0,59.720001220703125,63.5099983215332,93928200.0,61.67510223388672,0.0,0.0
ARZZ3.SA,2023-04-01,63.40999984741211,81.4000015258789,58.099998474121094,79.06999969482422,113233900.0,76.78555297851562,0.0,0.0
ARZZ3.SA,2023-07-01,79.70999908447266,85.93000030517578,60.52000045776367,64.95999908447266,95528600.0,63.08320999145508,0.84977,0.0
BBAS3.SA,2020-01-01,52.81999969482422,53.970001220703125,21.90999984741211,27.889999389648438,1114914000.0,21.63068962097168,0.438882,0.0
BBAS3.SA,2020-04-01,26.899999618530273,38.16999816894531,24.0,32.150001525878906,1436459900.0,25.285715103149414,0.18142,0.0
BBAS3.SA,2020-07-01,32.41999816894531,36.20000076293945,29.469999313354492,29.6200008392334,1028103100.0,23.29589080810547,0.441988,0.0
BBAS3.SA,2020-10-01,29.81999969482422,39.790000915527344,29.15999984741211,38.79999923706055,1054494700.0,31.030540466308594,0.102862,0.0
BBAS3.SA,2021-01-01,38.79999923706055,40.560001373291016,27.020000457763672,30.450000762939453,1340168600.0,24.567968368530273,0.194773,0.0
BBAS3.SA,2021-04-01,30.770000457763672,36.75,28.809999465942383,32.130001068115234,918851000.0,26.449636459350586,0.116984,0.0
BBAS3.SA,2021-07-01,32.220001220703125,33.41999816894531,27.739999771118164,28.899999618530273,785302500.0,24.207765579223633,0.435863,0.0
BBAS3.SA,2021-10-01,29.030000686645508,33.599998474121094,27.90999984741211,28.90999984741211,896755100.0,24.65449333190918,0.145714,0.0
BBAS3.SA,2022-01-01,29.1299991607666,36.22999954223633,28.200000762939453,34.70000076293945,886209600.0,30.162540435791016,0.414445,0.0
BBAS3.SA,2022-04-01,34.95000076293945,38.599998474121094,32.099998474121094,33.380001068115234,951846300.0,29.8983211517334,0.168519,0.0
BBAS3.SA,2022-07-01,33.04999923706055,44.33000183105469,31.920000076293945,38.52000045776367,1018727200.0,34.9005012512207,0.348288,0.0
BBAS3.SA,2022-10-01,41.04999923706055,44.939998626708984,30.25,34.72999954223633,1253967600.0,31.83426856994629,0.184739,0.0
BBAS3.SA,2023-01-01,34.220001220703125,43.130001068115234,32.41999816894531,39.11000061035156,973085100.0,36.395423889160156,0.393703,0.0
BBAS3.SA,2023-04-01,39.209999084472656,51.9900016784668,38.209999084472656,49.400001525878906,785888500.0,47.32895278930664,0.174991,0.0
BBAS3.SA,2023-07-01,49.560001373291016,50.5,45.56999969482422,47.18000030517578,568818400.0,46.189186096191406,0.334197,0.0
BBDC3.SA,2020-01-01,25.5972957611084,26.814424514770508,11.615325927734375,14.132230758666992,375144983.0,11.96651840209961,0.012959,0.0
BBDC3.SA,2020-04-01,13.418481826782227,17.851238250732422,12.413223266601562,15.669421195983887,484400252.0,13.315574645996094,0.012959,1.1
BBDC3.SA,2020-07-01,15.809917449951172,18.25619888305664,14.710742950439453,14.892560958862305,458759037.0,12.692423820495605,0.043736,0.0
BBDC3.SA,2020-10-01,14.892560958862305,20.785123825073242,14.644627571105957,20.0,418901879.0,17.089872360229492,0.012959,0.0
BBDC3.SA,2021-01-01,20.0,20.785123825073242,15.785122871398926,19.429752349853516,475618814.0,16.901086807250977,0.012959,0.0
BBDC3.SA,2021-04-01,19.471073150634766,22.336362838745117,18.198347091674805,19.872726440429688,496326677.0,17.342926025390625,0.014255,1.1
BBDC3.SA,2021-07-01,19.818180084228516,19.990909576416016,14.954545021057129,16.23636245727539,455223340.0,14.215351104736328,0.014255,0.0
BBDC3.SA,2021-10-01,16.318180084228516,16.918180465698242,14.600000381469727,14.718180656433105,528973170.0,13.21284008026123,0.014255,0.0
BBDC3.SA,2022-01-01,14.800000190734863,17.290908813476562,14.690909385681152,16.60909080505371,627798930.0,15.152742385864258,0.014255,0.0
BBDC3.SA,2022-04-01,16.718181610107422,16.920000076293945,14.300000190734863,14.380000114440918,477531380.0,13.158158302307129,0.014255,1.1
BBDC3.SA,2022-07-01,14.319999694824219,16.920000076293945,13.529999732971191,16.309999465942383,426764400.0,15.143657684326172,0.014255,0.0
BBDC3.SA,2022-10-01,16.5,17.719999313354492,12.029999732971191,13.470000267028809,653241300.0,12.550382614135742,0.014255,0.0
BBDC3.SA,2023-01-01,13.470000267028809,13.470000267028809,11.149999618530273,11.850000381469727,519363800.0,11.077600479125977,0.014255,0.0
BBDC3.SA,2023-04-01,11.890000343322754,15.039999961853027,11.520000457763672,14.640000343322754,391287400.0,14.308553695678711,0.312001,0.0
BBDC3.SA,2023-07-01,14.75,15.180000305175781,12.170000076293945,12.65999984741211,329878600.0,12.579139709472656,0.01725,0.0
BBDC4.SA,2020-01-01,27.17505645751953,28.54996109008789,12.997746467590332,15.60480785369873,2382643036.0,13.300817489624023,0.014255,0.0
BBDC4.SA,2020-04-01,15.02629566192627,19.5289249420166,13.314048767089844,17.107437133789062,3575347867.0,14.635342597961426,0.014255,1.1
BBDC4.SA,2020-07-01,17.20661163330078,20.082643508911133,15.859503746032715,16.041322708129883,3419065056.0,13.76385498046875,0.04811,0.0
BBDC4.SA,2020-10-01,16.07438087463379,23.355371475219727,15.884297370910645,22.429752349853516,3686700358.0,19.296340942382812,0.014255,0.0
BBDC4.SA,2021-01-01,22.429752349853516,23.479337692260742,17.727272033691406,22.123966217041016,3507413206.0,19.370670318603516,0.014255,0.0
BBDC4.SA,2021-04-01,22.223140716552734,26.209089279174805,20.710742950439453,23.39090919494629,2544672724.0,20.545372009277344,0.015681,1.1
BBDC4.SA,2021-07-01,23.39090919494629,23.636362075805664,17.409090042114258,18.936363220214844,2990843350.0,16.684370040893555,0.015681,0.0
BBDC4.SA,2021-10-01,19.009090423583984,19.872726440429688,17.218181610107422,17.46363639831543,2801570640.0,15.749430656433105,0.015681,0.0
BBDC4.SA,2022-01-01,17.64545440673828,21.01818084716797,17.5,20.200000762939453,3303089680.0,18.49436378479004,0.015681,0.0
BBDC4.SA,2022-04-01,20.30908966064453,20.68000030517578,17.1299991607666,17.200000762939453,2410457370.0,15.790669441223145,0.015681,1.1
BBDC4.SA,2022-07-01,17.200000762939453,20.600000381469727,16.18000030517578,19.84000015258789,1938014700.0,18.457866668701172,0.015681,0.0
BBDC4.SA,2022-10-01,20.239999771118164,21.639999389648438,13.4399995803833,15.149999618530273,3525405100.0,14.139483451843262,0.015681,0.0
BBDC4.SA,2023-01-01,14.899999618530273,15.430000305175781,12.390000343322754,13.170000076293945,3818341200.0,12.329447746276855,0.015681,0.0
BBDC4.SA,2023-04-01,13.180000305175781,17.5,12.779999732971191,16.450000762939453,2779561400.0,16.087053298950195,0.343201,0.0
BBDC4.SA,2023-07-01,16.600000381469727,17.15999984741211,13.84000015258789,14.300000190734863,2121325400.0,14.21104621887207,0.018975,0.0
BEEF3.SA,2020-01-01,12.625505447387695,15.300000190734863,5.809999942779541,7.949999809265137,510704121.0,6.2946038246154785,0.0,0.0
BEEF3.SA,2020-04-01,7.699999809265137,15.079999923706055,7.320000171661377,13.149999618530273,581052000.0,10.41182804107666,0.0,0.0
BEEF3.SA,2020-07-01,12.970000267028809,15.229999542236328,10.930000305175781,11.739999771118164,496877600.0,9.295427322387695,0.0,0.0
BEEF3.SA,2020-10-01,11.890000343322754,11.9399995803833,9.5600004196167,10.180000305175781,531955900.0,8.060259819030762,0.257832,0.0
BEEF3.SA,2021-01-01,10.180000305175781,10.619999885559082,8.989999771118164,10.199999809265137,565572300.0,8.281403541564941,0.042734,0.0
